,AgeCategory,WeeklyWorkingHours,WorkClass,Education,MaritalStatus,Occupation,Relationship,Race,Sex,NativeCountry
random9589,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,United-States
random9590,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9591,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Divorced,Sales,Own-child,White,Female,United-States
random9592,AgeCat-20-30,HoursCat-30-40,Local-gov,Bachelors,Never-married,Other-service,Husband,Other,Male,Columbia
random9593,AgeCat-20-30,HoursCat-40-50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
random9594,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
random9595,AgeCat-20-30,HoursCat-60-70,Self-emp-not-inc,Assoc-voc,Never-married,Adm-clerical,Other-relative,White,Female,Dominican-Republic
random9596,AgeCat-20-30,HoursCat-10-20,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9597,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
random9598,AgeCat-50-60,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,United-States
random9599,AgeCat-20-30,HoursCat-50-60,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random9600,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
random9601,AgeCat-20-30,HoursCat-50-60,Private,HS-grad,Never-married,Prof-specialty,Husband,Black,Male,United-States
random9602,AgeCat-20-30,HoursCat-40-50,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States
random9603,AgeCat-30-40,HoursCat-50-60,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Female,United-States
random9604,AgeCat-30-40,HoursCat-30-40,Private,Grade-1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random9605,AgeCat-20-30,HoursCat-40-50,Private,Some-college,Never-married,Sales,Husband,White,Male,United-States
random9606,AgeCat-40-50,HoursCat-10-20,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random9607,AgeCat-40-50,HoursCat-30-40,Self-emp-not-inc,Bachelors,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,United-States
random9608,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Never-married,Adm-clerical,Husband,White,Male,United-States
random9609,AgeCat-20-30,HoursCat-20-30,Local-gov,Bachelors,Divorced,Farming-fishing,Husband,White,Female,United-States
random9610,AgeCat-30-40,HoursCat-50-60,State-gov,Grade-9th,Divorced,Craft-repair,Husband,White,Male,United-States
random9611,AgeCat-20-30,HoursCat-10-20,Private,Masters,Never-married,Machine-op-inspct,Wife,White,Male,United-States
random9612,AgeCat-40-50,HoursCat-10-20,Private,Some-college,Married-civ-spouse,Sales,Unmarried,White,Male,United-States
random9613,AgeCat-10-20,HoursCat-20-30,Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
random9614,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Divorced,Adm-clerical,Husband,White,Female,United-States
random9615,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Never-married,Transport-moving,Husband,Black,Male,United-States
random9616,AgeCat-20-30,HoursCat-30-40,Local-gov,Grade-7th-8th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States
random9617,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
random9618,AgeCat-20-30,HoursCat-40-50,Private,Masters,Never-married,Craft-repair,Own-child,White,Male,United-States
random9619,AgeCat-60-70,HoursCat-40-50,Private,HS-grad,Never-married,Other-service,Husband,White,Female,United-States
random9620,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Never-married,Craft-repair,Husband,White,Male,United-States
random9621,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States
random9622,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Never-married,Craft-repair,Husband,White,Female,United-States
random9623,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States
random9624,AgeCat-20-30,HoursCat-30-40,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random9625,AgeCat-20-30,HoursCat-30-40,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random9626,AgeCat-20-30,HoursCat-30-40,Private,Doctorate,Never-married,Other-service,Wife,White,Male,United-States
random9627,AgeCat-40-50,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,United-States
random9628,AgeCat-60-70,HoursCat-30-40,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,United-States
random9629,AgeCat-40-50,HoursCat-20-30,Private,Grade-5th-6th,Divorced,Transport-moving,Husband,White,Male,United-States
random9630,AgeCat-50-60,HoursCat-40-50,Local-gov,Grade-12th,Divorced,Sales,Husband,White,Male,United-States
random9631,AgeCat-20-30,HoursCat-10-20,Private,Grade-9th,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9632,AgeCat-50-60,HoursCat-30-40,Private,Grade-11th,Never-married,Prof-specialty,Husband,White,Male,United-States
random9633,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Husband,White,Male,United-States
random9634,AgeCat-60-70,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Female,United-States
random9635,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Husband,White,Female,United-States
random9636,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States
random9637,AgeCat-30-40,HoursCat-30-40,Private,Grade-5th-6th,Married-civ-spouse,Tech-support,Own-child,White,Female,Dominican-Republic
random9638,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,United-States
random9639,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,United-States
random9640,AgeCat-50-60,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random9641,AgeCat-30-40,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random9642,AgeCat-30-40,HoursCat-40-50,State-gov,Bachelors,Never-married,Other-service,Husband,White,Male,United-States
random9643,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,United-States
random9644,AgeCat-50-60,HoursCat-0-10,Private,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,White,Male,United-States
random9645,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Separated,Prof-specialty,Husband,White,Male,United-States
random9646,AgeCat-30-40,HoursCat-70-80,Local-gov,Grade-5th-6th,Never-married,Adm-clerical,Unmarried,White,Male,United-States
random9647,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random9648,AgeCat-20-30,HoursCat-80-90,Private,Grade-7th-8th,Divorced,Tech-support,Not-in-family,White,Male,United-States
random9649,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Never-married,Exec-managerial,Wife,White,Male,United-States
random9650,AgeCat-50-60,HoursCat-10-20,Private,Bachelors,Never-married,Craft-repair,Husband,White,Female,South
random9651,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Unmarried,White,Male,United-States
random9652,AgeCat-20-30,HoursCat-30-40,Private,Grade-9th,Divorced,Exec-managerial,Own-child,White,Male,United-States
random9653,AgeCat-30-40,HoursCat-30-40,State-gov,Assoc-voc,Married-spouse-absent,Prof-specialty,Husband,White,Male,United-States
random9654,AgeCat-30-40,HoursCat-30-40,Private,Doctorate,Never-married,Sales,Own-child,White,Female,United-States
random9655,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Divorced,Sales,Husband,White,Male,United-States
random9656,AgeCat-30-40,HoursCat-40-50,Federal-gov,Grade-9th,Never-married,Other-service,Husband,White,Female,United-States
random9657,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Never-married,Exec-managerial,Husband,Black,Male,United-States
random9658,AgeCat-20-30,HoursCat-30-40,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Female,United-States
random9659,AgeCat-30-40,HoursCat-30-40,Private,Grade-7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
random9660,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,Husband,White,Male,United-States
random9661,AgeCat-60-70,HoursCat-30-40,Without-pay,Grade-11th,Never-married,Farming-fishing,Not-in-family,White,Female,United-States
random9662,AgeCat-20-30,HoursCat-40-50,Federal-gov,Masters,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United-States
random9663,AgeCat-40-50,HoursCat-30-40,Private,Grade-10th,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States
random9664,AgeCat-60-70,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,United-States
random9665,AgeCat-20-30,HoursCat-40-50,Local-gov,Prof-school,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,United-States
random9666,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States
random9667,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,United-States
random9668,AgeCat-30-40,HoursCat-40-50,Self-emp-not-inc,Some-college,Never-married,Tech-support,Husband,Black,Male,United-States
random9669,AgeCat-30-40,HoursCat-10-20,Private,Bachelors,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States
random9670,AgeCat-20-30,HoursCat-40-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Own-child,White,Male,United-States
random9671,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Divorced,Sales,Wife,White,Male,United-States
random9672,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,United-States
random9673,AgeCat-40-50,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random9674,AgeCat-10-20,HoursCat-30-40,Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Male,United-States
random9675,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Sales,Own-child,Black,Male,United-States
random9676,AgeCat-30-40,HoursCat-40-50,Self-emp-inc,Bachelors,Divorced,Farming-fishing,Not-in-family,White,Female,United-States
random9677,AgeCat-50-60,HoursCat-30-40,Private,Assoc-acdm,Divorced,Adm-clerical,Husband,White,Male,United-States
random9678,AgeCat-50-60,HoursCat-0-10,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9679,AgeCat-10-20,HoursCat-40-50,Private,Some-college,Divorced,Adm-clerical,Husband,White,Female,United-States
random9680,AgeCat-30-40,HoursCat-30-40,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Male,United-States
random9681,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random9682,AgeCat-30-40,HoursCat-30-40,Private,Assoc-acdm,Divorced,Adm-clerical,Husband,White,Female,United-States
random9683,AgeCat-40-50,HoursCat-40-50,Private,Some-college,Never-married,Craft-repair,Husband,White,Male,United-States
random9684,AgeCat-20-30,HoursCat-60-70,Local-gov,Grade-11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random9685,AgeCat-40-50,HoursCat-30-40,State-gov,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,England
random9686,AgeCat-50-60,HoursCat-50-60,Private,Some-college,Separated,Prof-specialty,Husband,White,Male,El-Salvador
random9687,AgeCat-50-60,HoursCat-30-40,Private,Grade-10th,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,United-States
random9688,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Never-married,Other-service,Unmarried,Black,Male,United-States
random9689,AgeCat-30-40,HoursCat-0-10,Private,Bachelors,Married-civ-spouse,Sales,Own-child,White,Female,United-States
random9690,AgeCat-30-40,HoursCat-40-50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Own-child,White,Male,United-States
random9691,AgeCat-40-50,HoursCat-30-40,Federal-gov,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,United-States
random9692,AgeCat-40-50,HoursCat-40-50,Private,Assoc-acdm,Married-spouse-absent,Protective-serv,Husband,White,Female,United-States
random9693,AgeCat-10-20,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Columbia
random9694,AgeCat-10-20,HoursCat-40-50,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,United-States
random9695,AgeCat-30-40,HoursCat-30-40,Private,Grade-11th,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,United-States
random9696,AgeCat-50-60,HoursCat-30-40,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
random9697,AgeCat-20-30,HoursCat-10-20,Private,Doctorate,Never-married,Other-service,Unmarried,White,Male,United-States
random9698,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random9699,AgeCat-50-60,HoursCat-20-30,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,Guatemala
random9700,AgeCat-50-60,HoursCat-40-50,Private,Prof-school,Never-married,Protective-serv,Unmarried,White,Male,United-States
random9701,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,Philippines
random9702,AgeCat-50-60,HoursCat-30-40,Local-gov,Assoc-voc,Never-married,Exec-managerial,Other-relative,White,Female,United-States
random9703,AgeCat-40-50,HoursCat-30-40,Private,Grade-11th,Never-married,Other-service,Own-child,White,Female,United-States
random9704,AgeCat-70-80,HoursCat-30-40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,China
random9705,AgeCat-20-30,HoursCat-10-20,Private,HS-grad,Divorced,Transport-moving,Husband,White,Male,United-States
random9706,AgeCat-50-60,HoursCat-50-60,Private,HS-grad,Never-married,Other-service,Husband,White,Male,Mexico
random9707,AgeCat-10-20,HoursCat-30-40,State-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,United-States
random9708,AgeCat-40-50,HoursCat-30-40,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random9709,AgeCat-40-50,HoursCat-30-40,Self-emp-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9710,AgeCat-50-60,HoursCat-30-40,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
random9711,AgeCat-20-30,HoursCat-40-50,Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,United-States
random9712,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,United-States
random9713,AgeCat-30-40,HoursCat-10-20,Without-pay,HS-grad,Never-married,Tech-support,Husband,Asian-Pac-Islander,Female,United-States
random9714,AgeCat-60-70,HoursCat-40-50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,United-States
random9715,AgeCat-20-30,HoursCat-50-60,Private,Grade-12th,Never-married,Other-service,Not-in-family,White,Male,United-States
random9716,AgeCat-40-50,HoursCat-40-50,Private,Bachelors,Never-married,Other-service,Husband,White,Male,United-States
random9717,AgeCat-20-30,HoursCat-0-10,Private,Bachelors,Never-married,Sales,Wife,White,Male,United-States
random9718,AgeCat-20-30,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States
random9719,AgeCat-40-50,HoursCat-40-50,Private,Grade-7th-8th,Never-married,Craft-repair,Husband,White,Female,United-States
random9720,AgeCat-40-50,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random9721,AgeCat-10-20,HoursCat-30-40,Private,Grade-7th-8th,Divorced,Craft-repair,Husband,White,Male,United-States
random9722,AgeCat-30-40,HoursCat-30-40,Private,Bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,United-States
random9723,AgeCat-30-40,HoursCat-30-40,Private,Grade-9th,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,United-States
random9724,AgeCat-30-40,HoursCat-10-20,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Wife,Other,Male,United-States
random9725,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,Peru
random9726,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
random9727,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,United-States
random9728,AgeCat-30-40,HoursCat-50-60,Federal-gov,Grade-5th-6th,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States
random9729,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,United-States
random9730,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,United-States
random9731,AgeCat-20-30,HoursCat-20-30,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,Mexico
random9732,AgeCat-40-50,HoursCat-10-20,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,Black,Male,United-States
random9733,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Adm-clerical,Husband,White,Male,United-States
random9734,AgeCat-30-40,HoursCat-40-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Own-child,White,Female,United-States
random9735,AgeCat-20-30,HoursCat-50-60,Private,Assoc-voc,Divorced,Adm-clerical,Husband,White,Female,United-States
random9736,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States
random9737,AgeCat-50-60,HoursCat-40-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
random9738,AgeCat-60-70,HoursCat-60-70,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,United-States
random9739,AgeCat-30-40,HoursCat-40-50,Self-emp-not-inc,Grade-7th-8th,Married-civ-spouse,Craft-repair,Unmarried,White,Female,United-States
random9740,AgeCat-50-60,HoursCat-70-80,Private,HS-grad,Married-civ-spouse,Craft-repair,Unmarried,White,Male,United-States
random9741,AgeCat-50-60,HoursCat-10-20,Private,HS-grad,Divorced,Exec-managerial,Wife,White,Male,United-States
random9742,AgeCat-30-40,HoursCat-20-30,State-gov,Masters,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random9743,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,United-States
random9744,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Female,United-States
random9745,AgeCat-60-70,HoursCat-30-40,Federal-gov,Some-college,Divorced,Craft-repair,Unmarried,White,Male,United-States
random9746,AgeCat-50-60,HoursCat-30-40,Private,Prof-school,Never-married,Handlers-cleaners,Husband,White,Male,United-States
random9747,AgeCat-20-30,HoursCat-70-80,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,Peru
random9748,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
random9749,AgeCat-30-40,HoursCat-50-60,Private,Bachelors,Never-married,Exec-managerial,Husband,White,Male,United-States
random9750,AgeCat-50-60,HoursCat-10-20,Private,HS-grad,Separated,Machine-op-inspct,Husband,White,Male,United-States
random9751,AgeCat-40-50,HoursCat-50-60,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Male,United-States
random9752,AgeCat-80-90,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,England
random9753,AgeCat-40-50,HoursCat-40-50,Local-gov,Assoc-voc,Never-married,Machine-op-inspct,Husband,White,Male,United-States
random9754,AgeCat-50-60,HoursCat-30-40,Private,Assoc-voc,Never-married,Machine-op-inspct,Husband,White,Male,Germany
random9755,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Separated,Craft-repair,Husband,White,Male,United-States
random9756,AgeCat-30-40,HoursCat-20-30,Private,Grade-7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
random9757,AgeCat-20-30,HoursCat-20-30,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,United-States
random9758,AgeCat-20-30,HoursCat-20-30,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Female,United-States
random9759,AgeCat-50-60,HoursCat-30-40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
random9760,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random9761,AgeCat-40-50,HoursCat-20-30,Private,Grade-9th,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,United-States
random9762,AgeCat-20-30,HoursCat-30-40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
random9763,AgeCat-50-60,HoursCat-30-40,Private,Grade-9th,Never-married,Adm-clerical,Husband,White,Female,United-States
random9764,AgeCat-50-60,HoursCat-30-40,Private,Some-college,Divorced,Other-service,Husband,White,Male,United-States
random9765,AgeCat-60-70,HoursCat-40-50,Private,Assoc-voc,Never-married,Priv-house-serv,Husband,White,Male,United-States
random9766,AgeCat-50-60,HoursCat-40-50,Private,Masters,Divorced,Craft-repair,Wife,White,Male,United-States
random9767,AgeCat-30-40,HoursCat-30-40,Private,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,United-States
random9768,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,United-States
random9769,AgeCat-60-70,HoursCat-30-40,Private,Some-college,Never-married,Handlers-cleaners,Unmarried,White,Female,United-States
random9770,AgeCat-30-40,HoursCat-70-80,Private,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,United-States
random9771,AgeCat-40-50,HoursCat-30-40,Private,Bachelors,Married-civ-spouse,Other-service,Other-relative,White,Male,United-States
random9772,AgeCat-30-40,HoursCat-20-30,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,United-States
random9773,AgeCat-30-40,HoursCat-40-50,Private,Assoc-acdm,Married-civ-spouse,Other-service,Not-in-family,White,Male,United-States
random9774,AgeCat-50-60,HoursCat-30-40,State-gov,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
random9775,AgeCat-30-40,HoursCat-30-40,Private,Some-college,Never-married,Craft-repair,Husband,White,Female,Philippines
random9776,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Farming-fishing,Husband,White,Male,United-States
random9777,AgeCat-10-20,HoursCat-40-50,State-gov,Grade-1st-4th,Separated,Protective-serv,Husband,White,Male,United-States
random9778,AgeCat-20-30,HoursCat-50-60,Private,HS-grad,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,United-States
random9779,AgeCat-30-40,HoursCat-30-40,Private,HS-grad,Never-married,Transport-moving,Husband,White,Male,United-States
random9780,AgeCat-70-80,HoursCat-40-50,Private,Grade-7th-8th,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
random9781,AgeCat-30-40,HoursCat-30-40,Private,Grade-10th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,El-Salvador
random9782,AgeCat-40-50,HoursCat-50-60,Self-emp-not-inc,Grade-10th,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
random9783,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,United-States
random9784,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
random9785,AgeCat-30-40,HoursCat-30-40,Federal-gov,Bachelors,Divorced,Craft-repair,Husband,White,Male,United-States
random9786,AgeCat-20-30,HoursCat-70-80,Self-emp-inc,Some-college,Divorced,Protective-serv,Own-child,White,Male,United-States
random9787,AgeCat-60-70,HoursCat-40-50,State-gov,Some-college,Separated,Handlers-cleaners,Husband,White,Male,United-States
random9788,AgeCat-30-40,HoursCat-40-50,Private,Bachelors,Widowed,Exec-managerial,Husband,White,Female,United-States
random9789,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Divorced,Adm-clerical,Husband,White,Male,United-States
random9790,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,United-States
random9791,AgeCat-20-30,HoursCat-30-40,Private,HS-grad,Never-married,Other-service,Husband,White,Female,United-States
random9792,AgeCat-50-60,HoursCat-60-70,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States
random9793,AgeCat-30-40,HoursCat-40-50,Private,Grade-10th,Never-married,Sales,Wife,White,Female,Germany
random9794,AgeCat-30-40,HoursCat-30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
random9795,AgeCat-60-70,HoursCat-30-40,Private,Bachelors,Never-married,Sales,Husband,White,Female,United-States
random9796,AgeCat-30-40,HoursCat-10-20,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,United-States
random9797,AgeCat-30-40,HoursCat-40-50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Canada
random9798,AgeCat-40-50,HoursCat-20-30,Private,Some-college,Never-married,Transport-moving,Husband,White,Male,United-States
random9799,AgeCat-20-30,HoursCat-30-40,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
random9800,AgeCat-20-30,HoursCat-30-40,Private,Some-college,Never-married,Exec-managerial,Husband,White,Female,United-States
random9801,AgeCat-40-50,HoursCat-30-40,Private,Masters,Divorced,Adm-clerical,Own-child,White,Male,United-States
random9802,AgeCat-40-50,HoursCat-40-50,Private,Doctorate,Separated,Machine-op-inspct,Not-in-family,White,Female,United-States
random9803,AgeCat-20-30,HoursCat-30-40,Private,Grade-5th-6th,Never-married,Sales,Husband,White,Female,United-States
random9804,AgeCat-20-30,HoursCat-20-30,Private,Bachelors,Never-married,Handlers-cleaners,Unmarried,White,Female,United-States
random9805,AgeCat-10-20,HoursCat-30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,United-States
random9806,AgeCat-30-40,HoursCat-30-40,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,United-States
random9807,AgeCat-50-60,HoursCat-30-40,Private,HS-grad,Divorced,Sales,Husband,White,Female,United-States
